green,red,IR,acc_x,acc_y,acc_z,sample_index
106899,205872,268699,-0.18185451760000002,3.8931223702,9.1429751546,1227
107288,205896,268691,-0.1004985492,3.912264951,9.1417787433,1228
107697,205928,268752,-0.0550349198,3.9014972492999997,9.1381895094,1229
108147,205996,268766,-0.0705882667,3.7411781350999997,9.0735832992,1230
108615,206040,268799,-0.1854437515,3.8823546685,9.153742856300001,1231
108997,206118,268840,-0.155533469,3.7531422481,9.0352981376,1232
109557,206166,268885,-0.34815568830000004,3.7818561193,9.0352981376,1233
110006,206234,268993,-0.2105683888,3.8380874503999998,9.152546445,1234
110497,206322,268973,-0.056231331100000004,3.9756747499,9.068797654,1235
110904,206459,269059,-0.0490528633,3.9589249917,9.0903330574,1236
110881,206682,269316,-0.045463629400000004,3.8943187815,9.032905315,1237
109632,206566,269276,-0.0777667345,3.8715869668,9.0711904766,1238
107849,206375,269180,-0.08853443620000001,3.9110685397,9.0759761218,1239
106327,206054,268904,-0.2907279459,3.8237305148,9.0520478958,1240
105349,205829,268767,-0.044267218100000005,3.864408499,8.9742811613,1241
104829,205703,268614,-0.14476576730000001,3.8021951114,9.0400837828,1242
104746,205576,268526,-0.2608176634,3.8033915226999997,9.1716890258,1243
105021,205603,268509,-0.056231331100000004,3.8309089826,9.0137627342,1244
105369,205628,268476,-0.0681954441,3.8452659182,9.1465643885,1245
105742,205669,268613,-0.2596212521,3.82851616,9.0496550732,1246
106092,205797,268579,-0.22492532440000002,3.9828532177,9.054440718399999,1247
106402,205827,268617,-0.0299102825,3.7998022888,9.1070828156,1248
106730,205797,268683,-0.0921236701,3.7998022888,9.1585285015,1249
107078,205893,268703,-0.1052841944,3.8572300312,9.117850517299999,1250
107474,205942,268734,-0.0981057266,3.9170505962,9.165706969299999,1251
107933,206024,268748,-0.2213360905,3.7710884175999997,9.0735832992,1252
108362,206043,268819,-0.155533469,4.0486558392,9.1393859207,1253
108887,206134,268832,-0.0382851616,3.8787654346,9.1441715659,1254
109359,206182,268938,-0.0741775006,3.8476587407999996,9.140582332,1255
109851,206271,268913,-0.23688943739999999,3.8452659182,9.054440718399999,1256
110331,206366,268985,-0.24167508259999998,3.8129628130999995,9.1609213241,1257
110782,206460,269064,-0.1507478238,3.8333018051999996,9.037690960199999,1258
111009,206722,269247,-0.1004985492,3.8608192651000004,9.1070828156,1259
110286,206797,269342,-0.34576286570000003,3.8309089826,9.0783689444,1260
108726,206566,269290,-0.1651047594,3.9038900719000003,9.2303131795,1261
107196,206342,269074,-0.1926222193,3.8787654346,9.1262253964,1262
106136,206074,268919,-0.1902293967,3.7986058774999996,9.0592263636,1263
105505,205924,268837,-0.1603191142,3.7435709577,9.1704926145,1264
105364,205851,268722,-0.23569302609999998,3.8967116041,9.1549392676,1265
105618,205845,268636,-0.24885355039999998,3.9517465239000003,9.140582332,1266
105936,205790,268665,-0.0490528633,3.8847474911,9.1357966868,1267
106314,205872,268655,-0.1172483074,3.8021951114,9.131011041599999,1268
106660,205927,268717,-0.2105683888,3.9026936606000002,9.1154576947,1269
106870,205975,268782,-0.17706887240000002,3.9637106368999997,9.0664048314,1270
107237,205954,268747,-0.1734796385,3.8309089826,9.0759761218,1271
107545,206111,268739,-0.1890329854,3.888336725,9.0616191862,1272
107927,206109,268832,-0.08853443620000001,3.8967116041,9.1334038642,1273
108341,206098,268852,-0.095712904,3.8572300312,9.0831545896,1274
108754,206229,268851,-0.25363919560000003,3.9948173307,9.1226361625,1275
109203,206219,268904,-0.34097722049999996,3.9517465239000003,9.1728854371,1276
109645,206281,268892,-0.12323036389999999,3.7830525306,9.1058864043,1277
109983,206475,269078,-0.131605243,3.7890345870999997,9.09272588,1278
109477,206563,269187,-0.035892339,3.7782668854000003,9.108279226899999,1279
107907,206386,269103,-0.1220339526,3.9756747499,9.0592263636,1280
106125,206059,268904,-0.044267218100000005,3.768695595,9.131011041599999,1281
104763,205718,268700,-0.051445685899999996,3.9972101532999997,9.109475638200001,1282
103886,205622,268594,-0.0693918554,3.8739797894,9.1812603162,1283
103494,205497,268471,-0.1651047594,3.9278182979,9.0472622506,1284
103583,205422,268414,-0.1519442351,3.9182470075,9.1070828156,1285
103909,205404,268401,-0.2165504453,3.9134613623,9.1441715659,1286
104327,205543,268377,-0.1962114532,3.8811582571999996,9.1776710823,1287
104687,205561,268457,0.0035892339,3.8081771679,9.1190469286,1288
105021,205655,268472,-0.1806581063,3.8464623295,8.9886380969,1289
105326,205627,268480,-0.179461695,3.8021951114,9.148957211099999,1290
105676,205742,268579,-0.11844471869999999,3.8895331363000003,9.1022971704,1291
106056,205731,268572,-0.21894326790000002,3.9637106368999997,9.0305124924,1292
106441,205780,268603,-0.1292124204,3.8751762007000004,9.0664048314,1293
106972,205858,268622,-0.1172483074,3.8476587407999996,9.1357966868,1294
107464,205937,268609,-0.10169496049999999,3.9457644674,9.0975115252,1295
107923,205993,268770,-0.10169496049999999,3.8404802730000003,9.1357966868,1296
108457,206018,268713,-0.143569356,3.8356946278,9.068797654,1297
108959,206148,268795,-0.107677017,3.9672998708,9.1417787433,1298
109468,206185,268895,-0.1172483074,3.8380874503999998,9.1728854371,1299
109938,206248,268956,-0.0275174599,3.9637106368999997,9.116654106,1300
110395,206310,268963,-0.1842473402,3.8931223702,9.121439751199999,1301
110878,206374,269023,-0.2009970984,3.8919259589,9.0999043478,1302
111012,206733,269269,-0.20338992099999997,3.8368910391,9.0999043478,1303
109930,206748,269366,-0.2201396792,3.864408499,9.0711904766,1304
107902,206484,269148,-0.1220339526,3.8548372086000002,9.109475638200001,1305
106029,206116,268876,-0.3038884702,3.9613178143,9.1250289851,1306
104724,205809,268674,0.022731814700000002,3.9469608787,9.1369930981,1307
103994,205651,268615,-0.16271193679999998,3.8033915226999997,9.1429751546,1308
103691,205519,268497,-0.2344966148,3.8404802730000003,9.044869428,1309
103822,205467,268435,-0.12323036389999999,3.8500515634,9.0783689444,1310
104174,205500,268438,-0.1639083481,3.8691941442,9.1022971704,1311
104540,205584,268429,-0.1698904046,3.9696926934,9.1274218077,1312
104874,205601,268459,-0.12323036389999999,3.8811582571999996,9.0293160811,1313
105166,205655,268513,-0.1148554848,3.8548372086000002,9.042476605400001,1314
105490,205616,268489,-0.2297109696,3.9194434188,9.0161555568,1315
105798,205716,268509,-0.0658026215,3.9349967657,9.1968136631,1316
106199,205790,268601,-0.215354034,3.8715869668,9.1226361625,1317
106661,205841,268566,-0.09690931529999999,3.7974094662,9.0831545896,1318
107119,205838,268630,-0.1399801221,3.8967116041,9.1238325738,1319
107610,205920,268648,-0.1256231865,3.8907295476,9.0699940653,1320
108109,205978,268719,-0.1579262916,3.8847474911,9.1417787433,1321
108621,206124,268786,-0.1399801221,3.8189448695999997,9.128618219,1322
109127,206170,268820,-0.0933200814,3.9050864832,9.1477607998,1323
109591,206196,268807,-0.1495514125,3.8440695069,9.0999043478,1324
110015,206299,268953,-0.1411765334,3.9565321691,9.1609213241,1325
110243,206576,269095,-0.0705882667,3.7878381758,9.0903330574,1326
109229,206596,269201,-0.1280160091,3.9708891047,9.1298146303,1327
107334,206338,269093,-0.251246373,3.8656049103,9.0831545896,1328
105566,206004,268887,-0.227318147,3.732803256,9.1680997919,1329
104363,205701,268664,-0.1256231865,3.9146577735999997,9.095118702599999,1330
103718,205608,268485,-0.12442677519999999,4.030709669699999,9.1369930981,1331
103543,205517,268424,-0.2440679052,3.8428730956,9.1130648721,1332
103740,205470,268367,-0.1256231865,3.888336725,9.1872423727,1333
104123,205471,268374,-0.0789631458,3.9086757171,9.1070828156,1334
104561,205540,268393,-0.215354034,3.8620156764,9.176474671,1335
104877,205621,268412,-0.1519442351,3.8907295476,9.148957211099999,1336
105241,205663,268504,-0.2069791549,3.9517465239000003,9.1381895094,1337
105572,205693,268545,-0.059820565,3.8261233374,9.1322074529,1338
105935,205754,268532,-0.2309073809,3.9110685397,9.224331123,1339
106292,205798,268567,-0.0933200814,3.7674991837,9.09272588,1340
106747,205840,268614,-0.2787638329,3.7639099498,9.1369930981,1341
107239,205885,268711,-0.1411765334,3.9314075318,9.1609213241,1342
107700,205957,268684,-0.2548356069,3.8608192651000004,9.0999043478,1343
108218,206042,268775,-0.20578274359999998,3.9661034595,9.0137627342,1344
108716,206118,268807,0.010767701699999998,3.9338003543999998,9.224331123,1345
109207,206189,268834,-0.191425808,3.8297125713,9.019744790699999,1346
109677,206282,268914,-0.1495514125,3.924229064,9.109475638200001,1347
110130,206369,268930,-0.0323031051,3.6741791022999997,9.121439751199999,1348
110315,206598,269129,0.0466600407,3.984049629,9.1238325738,1349
109330,206668,269231,-0.1459621786,3.9433716447999996,9.1334038642,1350
107499,206453,269178,-0.2727817764,3.7136606752,8.9742811613,1351
105801,206138,268974,-0.0394815729,3.7794632967,9.1274218077,1352
104636,205910,268776,-0.1698904046,3.9050864832,9.0831545896,1353
104053,205683,268627,-0.2656033086,3.9003008379999997,9.0257268472,1354
103916,205622,268579,-0.1004985492,3.8057843452999998,9.0400837828,1355
104143,205591,268499,-0.191425808,3.9445680561,9.1992064857,1356
104501,205613,268527,-0.1399801221,3.8859439023999998,9.050851484499999,1357
104949,205689,268474,-0.0370887503,3.9134613623,9.0855474122,1358
105322,205782,268518,-0.287138712,3.8859439023999998,9.1011007591,1359
105625,205794,268532,-0.2907279459,3.9469608787,9.1202433399,1360
105977,205895,268634,-0.20578274359999998,3.8811582571999996,9.0520478958,1361
106337,205812,268670,-0.1651047594,3.8201412809,9.1501536224,1362
106728,205951,268676,-0.16869399329999998,3.8572300312,9.0257268472,1363
107187,206007,268730,-0.1866401628,3.7411781350999997,9.1585285015,1364
107651,206045,268781,-0.0705882667,3.9876388629,9.1800639049,1365
108150,206075,268838,-0.2596212521,3.9732819273,9.0735832992,1366
108631,206239,268858,-0.0586241537,3.8021951114,9.0903330574,1367
109102,206271,268923,-0.1220339526,3.8057843452999998,9.0616191862,1368
109550,206336,268915,-0.2560320182,3.9014972492999997,9.2279203569,1369
110083,206427,269001,-0.1351944769,3.9589249917,9.095118702599999,1370
110466,206616,269143,-0.143569356,3.8021951114,9.0759761218,1371
110065,206823,269301,-0.21415762270000002,3.7651063610999995,9.0831545896,1372
108548,206657,269321,-0.24885355039999998,3.8524443859999997,9.019744790699999,1373
106816,206405,269118,-0.1698904046,3.9038900719000003,9.1106720495,1374
105510,206105,268953,-0.1842473402,3.8751762007000004,9.0664048314,1375
104753,205878,268749,-0.1351944769,3.8847474911,9.1118684608,1376
104451,205790,268668,-0.25363919560000003,3.8823546685,9.1262253964,1377
104560,205707,268545,0.0131605243,3.9900316855,9.0496550732,1378
104886,205740,268559,-0.1962114532,3.7052857961,9.032905315,1379
105286,205753,268555,-0.2225325018,3.8679977328999997,9.0592263636,1380
105591,205802,268613,-0.2727817764,3.9170505962,9.1848495501,1381
105869,205909,268600,-0.2584248408,3.8524443859999997,9.0616191862,1382
106127,205871,268643,-0.1531406464,3.9146577735999997,9.1118684608,1383
106415,205869,268635,-0.0741775006,3.7543386594,9.1704926145,1384
106785,205980,268647,-0.16749758199999998,3.9182470075,9.1118684608,1385
107180,205992,268677,-0.2715853651,3.8679977328999997,9.131011041599999,1386
107603,205996,268691,-0.16869399329999998,3.9158541848999997,9.1465643885,1387
108043,206037,268738,-0.1280160091,3.9278182979,9.0879402348,1388
108455,206120,268735,-0.1280160091,3.8979080154,9.1118684608,1389
108942,206174,268798,-0.20937197749999997,3.9170505962,9.1142612834,1390
109306,206253,268970,-0.0825523797,3.7710884175999997,8.9814596291,1391
108857,206468,269032,-0.1339980656,3.7005001509,9.037690960199999,1392
107258,206281,268989,-0.1136590735,3.8907295476,9.1070828156,1393
105397,205972,268829,-0.24885355039999998,3.8991044267,9.1465643885,1394
103959,205705,268549,-0.0658026215,3.9170505962,9.0975115252,1395
103103,205528,268466,-0.0334995164,3.8739797894,9.0999043478,1396
102707,205342,268320,-0.12442677519999999,3.8691941442,9.09272588,1397
102782,205365,268303,-0.1339980656,3.7878381758,9.121439751199999,1398
103118,205361,268286,-0.12681959780000002,3.8500515634,9.0496550732,1399
103555,205428,268326,-0.1148554848,3.8608192651000004,9.0616191862,1400
103984,205516,268326,0.0394815729,3.8955151927999996,9.0352981376,1401
104345,205520,268388,-0.051445685899999996,3.9062828945,9.0879402348,1402
104631,205601,268392,-0.16869399329999998,3.912264951,9.104689993,1403
105073,205602,268431,-0.16749758199999998,3.7998022888,9.1262253964,1404
105507,205712,268444,-0.25363919560000003,3.8739797894,9.1011007591,1405
105990,205735,268543,-0.311066938,3.9254254753,9.0185483794,1406
106491,205805,268618,-0.0849452023,3.780659708,9.0939222913,1407
107018,205851,268616,-0.20937197749999997,3.8117664018,9.032905315,1408
107537,205903,268645,-0.0981057266,3.8213376922,8.9599242257,1409
108039,206021,268690,-0.0574277424,3.9314075318,9.068797654,1410
108570,206047,268693,-0.1579262916,3.9924245080999996,9.0735832992,1411
109076,206075,268782,-0.1399801221,3.9326039431,9.0831545896,1412
109562,206212,268843,-0.0981057266,3.8237305148,9.1417787433,1413
110066,206281,268884,-0.2620140747,3.8620156764,9.0616191862,1414
110463,206451,269011,-0.0490528633,3.9062828945,9.116654106,1415
110338,206701,269296,-0.1004985492,3.8572300312,9.0185483794,1416
108817,206658,269242,-0.08135596839999999,3.8991044267,9.0735832992,1417
106903,206308,269046,-0.19860427579999998,3.8955151927999996,9.1597249128,1418
105363,205980,268821,-0.13758729949999998,3.7902309983999998,9.104689993,1419
104413,205757,268598,-0.18185451760000002,3.8979080154,9.148957211099999,1420
103843,205601,268483,-0.3098705267,3.9637106368999997,9.1465643885,1421
103909,205535,268447,-0.1950150419,3.82851616,9.0281196698,1422
104187,205535,268359,-0.2237289131,3.9684962821,9.1274218077,1423
104521,205569,268405,-0.1280160091,3.8979080154,9.0999043478,1424
104976,205597,268354,-0.155533469,3.8356946278,9.0664048314,1425
105364,205700,268459,-0.2679961312,3.8141592244,9.0711904766,1426
105666,205728,268490,-0.2572284295,3.8189448695999997,9.0843510009,1427
105979,205716,268500,-0.22492532440000002,3.9613178143,9.153742856300001,1428
106371,205794,268510,-0.1040877831,3.8955151927999996,9.128618219,1429
106806,205857,268587,-0.0681954441,3.8452659182,9.1609213241,1430
107272,205849,268600,-0.1220339526,3.8356946278,9.1022971704,1431
107766,205961,268670,-0.1411765334,3.9158541848999997,9.1968136631,1432
108256,205998,268713,-0.22492532440000002,3.8225341035,9.09272588,1433
108745,206081,268769,-0.19860427579999998,3.9266218866,9.0879402348,1434
109233,206147,268742,-0.1471585899,3.888336725,9.108279226899999,1435
109740,206226,268742,-0.1710868159,3.8500515634,9.153742856300001,1436
110178,206252,268872,-0.1842473402,3.8991044267,8.9922273308,1437
110655,206487,269017,-0.1040877831,3.9469608787,9.1633141467,1438
110271,206658,269218,-0.0729810893,3.7483566029,9.095118702599999,1439
108767,206525,269151,-0.2823530668,3.8931223702,9.1250289851,1440
107011,206273,269031,-0.3337987527,3.8117664018,9.064012008799999,1441
105662,205993,268789,-0.0323031051,3.9014972492999997,9.1226361625,1442
104874,205794,268630,-0.19860427579999998,3.9541393465,9.0735832992,1443
104541,205674,268555,-0.23688943739999999,3.912264951,9.0855474122,1444
104623,205608,268510,-0.06340979890000001,3.8751762007000004,9.1429751546,1445
104962,205578,268419,-0.3038884702,3.9684962821,9.1740818484,1446
105362,205675,268455,-0.0299102825,3.7914274097,9.1453679772,1447
105753,205701,268460,-0.16271193679999998,3.8392838617,9.0616191862,1448
106094,205779,268517,-0.2835494781,3.8548372086000002,9.1716890258,1449
106427,205822,268558,-0.1543370577,3.7998022888,9.1262253964,1450
106751,205897,268526,-0.1651047594,3.9517465239000003,9.064012008799999,1451
107083,205895,268611,-0.17228322719999997,3.8967116041,9.1501536224,1452
107578,205952,268647,-0.3086741154,3.9134613623,9.0664048314,1453
108045,205996,268689,-0.1698904046,4.0414773714,9.0711904766,1454
108547,206081,268700,-0.10169496049999999,3.9026936606000002,9.1357966868,1455
109013,206030,268778,-0.0586241537,3.8093735792,9.1381895094,1456
109531,206151,268791,-0.19860427579999998,3.9146577735999997,9.0616191862,1457
109982,206261,268853,-0.2225325018,3.9003008379999997,9.095118702599999,1458
110495,206397,268865,-0.1423729447,3.8811582571999996,9.1226361625,1459
110785,206633,269095,-0.0035892339,3.9493537012999997,9.056833541,1460
110071,206782,269281,-0.08135596839999999,4.0654055974,9.109475638200001,1461
108453,206499,269180,-0.1292124204,3.8452659182,9.1704926145,1462
106974,206294,269043,-0.1280160091,3.8775690233,9.042476605400001,1463
105938,206057,268791,-0.062213387599999996,3.9373895883000003,9.1250289851,1464
105430,205779,268698,-0.17228322719999997,3.9086757171,9.042476605400001,1465
105325,205750,268612,-0.051445685899999996,3.8811582571999996,8.9826560404,1466
105564,205775,268564,-0.12083754129999999,3.9134613623,9.121439751199999,1467
105969,205828,268489,-0.0658026215,3.9230326527000003,9.116654106,1468
106368,205875,268567,-0.24167508259999998,3.8931223702,9.1118684608,1469
106662,205916,268604,-0.18185451760000002,3.9050864832,9.109475638200001,1470
107049,206030,268629,-0.215354034,3.9397824109,9.042476605400001,1471
107380,206006,268685,-0.24885355039999998,3.8596228538,9.09272588,1472
107777,206104,268746,-0.010767701699999998,3.8991044267,9.0604227749,1473
108229,206186,268771,-0.2584248408,3.9110685397,9.2087777761,1474
108595,206188,268737,-0.24287149389999999,3.7758740628,9.1154576947,1475
109057,206280,268842,-0.1292124204,3.780659708,9.1920280179,1476
109512,206267,268868,-0.2715853651,3.960121403,9.0735832992,1477
109969,206395,268862,-0.179461695,3.9050864832,9.1417787433,1478
110411,206435,268919,-0.1806581063,3.8333018051999996,9.104689993,1479
110872,206512,268958,-0.19980068709999999,3.9529429352,9.0711904766,1480
111175,206657,269094,-0.015553346899999999,3.8452659182,9.1262253964,1481
110931,206841,269357,-0.2081755662,3.9373895883000003,9.0041914438,1482
109496,206810,269276,-0.263210486,3.9062828945,9.0879402348,1483
107824,206506,269081,-0.31944181709999997,3.816552047,9.0221376133,1484
106542,206208,268863,-0.17706887240000002,3.7603207159,9.109475638200001,1485
105788,205971,268740,-0.17706887240000002,3.8524443859999997,9.0352981376,1486
105465,205843,268610,-0.1579262916,3.9266218866,9.0185483794,1487
105537,205816,268522,-0.1495514125,3.7962130549,9.152546445,1488
105865,205769,268460,-0.1280160091,3.7627135385,9.056833541,1489
106216,205789,268513,-0.0394815729,3.8787654346,9.008977089,1490
106573,205891,268550,-0.1148554848,3.8907295476,9.0616191862,1491
106815,205944,268527,-0.16630117069999997,3.9326039431,9.095118702599999,1492
107116,205959,268560,0.0323031051,3.8333018051999996,9.1118684608,1493
107421,205890,268596,-0.18783657410000001,3.8368910391,9.0975115252,1494
107754,206046,268557,-0.0681954441,3.8237305148,9.1118684608,1495
108174,206058,268583,-0.1639083481,3.8895331363000003,8.997012975999999,1496
108587,206083,268660,-0.3864408499,3.9948173307,9.21236701,1497
109023,206118,268757,-0.1339980656,3.8500515634,9.0891366461,1498
109483,206171,268673,-0.2847458894,3.8596228538,9.148957211099999,1499
109937,206240,268726,-0.191425808,3.7818561193,9.0496550732,1500
110376,206313,268827,-0.2321037922,3.8811582571999996,8.9898345082,1501
110630,206522,268953,-0.1160518961,3.8033915226999997,9.152546445,1502
109807,206606,269020,-0.2524427843,3.9936209194,9.080761767,1503
108010,206415,268959,-0.2835494781,3.9014972492999997,9.1561356789,1504
106243,206087,268747,-0.155533469,3.8081771679,9.1896351953,1505
105035,205792,268565,-0.1483550012,3.7818561193,9.121439751199999,1506
104330,205599,268395,-0.32901310749999996,3.8309089826,9.096315113900001,1507
104082,205530,268350,-0.20458633229999998,3.7998022888,9.008977089,1508
104239,205488,268306,-0.0945164927,3.8823546685,9.0735832992,1509
104587,205478,268268,-0.08374879099999999,3.8213376922,9.044869428,1510
104987,205625,268253,-0.2691925425,3.8691941442,9.054440718399999,1511
105342,205630,268290,-0.0658026215,3.7770704741,8.9910309195,1512
105615,205701,268328,-0.1040877831,3.8668013215999997,9.116654106,1513
105993,205720,268331,-0.16151552549999998,3.8237305148,9.0735832992,1514
106332,205816,268421,-0.20578274359999998,3.7842489418999996,9.0783689444,1515
106727,205817,268426,-0.24287149389999999,3.9074793058,9.121439751199999,1516
107177,205861,268466,-0.011964113,3.8249269261,8.9898345082,1517
107636,205816,268514,-0.0945164927,3.9278182979,9.153742856300001,1518
